19.04.2015                                                                                  Dynamic List Display                                                                                          1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  OLTPSOURCE                    |LOGSYS    |OBJVERS|ISOURCE                      |TRANSTRU                  |ISOSTYPE|ISTYPE|TSTPNM  |           TIMESTMP|CONTREL|       CONTTIMESTMP|ISSRCTYPE|INVISIBLE|
|  0UC_GERWECHS_TEXT             |P20CLNT023|D      |0UCACTREAS                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,122,115,241 |         |         |
|  0UC_GRIDH_ATTR                |P20CLNT023|D      |0UC_GRID                     |X                         |O       |M     |        |                 0 |3.5/02 |20,040,311,093,222 |         |         |
|  0UC_GRIDLTY_TEXT              |P20CLNT023|D      |0UC_GRIDLTY                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,203,085,549 |         |         |
|  0UC_GRIDLVL_ATTR              |P20CLNT023|D      |0UC_GRIDLVL                  |X                         |O       |M     |        |                 0 |3.5/02 |20,031,127,122,657 |         |         |
|  0UC_GRIDPOD_ATTR              |P20CLNT023|D      |0UC_GRID                     |X                         |O       |M     |        |                 0 |7.0/02 |20,050,330,115,143 |         |         |
|  0UC_GRID_ATTR                 |P20CLNT023|D      |0UC_GRID                     |X                         |O       |M     |        |                 0 |7.0/02 |20,050,330,123,800 |         |         |
|  0UC_GRID_TEXT                 |P20CLNT023|D      |0UC_GRID                     |X                         |O       |T     |        |                 0 |7.0/02 |20,050,627,074,930 |         |         |
|  0UC_HVORG_TEXT                |P20CLNT023|D      |0CAMNTRANS                   |X                         |O       |T     |        |                 0 |2.1/01 |20,000,919,141,133 |         |         |
|  0UC_ICHCKCD_TEXT              |P20CLNT023|D      |0UC_ICHCKCD                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,322,085,047 |         |         |
|  0UC_IKEY_TEXT                 |P20CLNT023|D      |0CAINT_KEY                   |X                         |O       |T     |        |                 0 |2.1/01 |20,000,920,081,516 |         |         |
|  0UC_INBOUND_TEXT              |P20CLNT023|D      |0UCDEINBTYP                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,531,172,018 |         |         |
|  0UC_IND_SEC_TEXT              |P20CLNT023|D      |0IND_CODE                    |X                         |O       |T     |        |                 0 |7.0/02 |20,050,322,172,442 |         |         |
|  0UC_INTSIZE_TEXT              |P20CLNT023|D      |0UC_INTSIZE                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,122,115,924 |         |         |
|  0UC_INVSTAT_TEXT              |P20CLNT023|D      |0UCDEINVST                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,531,172,352 |         |         |
|  0UC_INVTYPE_TEXT              |P20CLNT023|D      |0UCDEINVTYP                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,531,170,100 |         |         |
|  0UC_ISU_12                    |P20CLNT023|D      |0UC_ISU_12                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,125,545 |         |         |
|  0UC_ISU_13                    |P20CLNT023|D      |0UC_ISU_13                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,125,507 |         |         |
|  0UC_ISU_14                    |P20CLNT023|D      |0UC_ISU_14                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,125,430 |         |         |
|  0UC_ISU_15                    |P20CLNT023|D      |0UC_ISU_15                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,125,012 |         |         |
|  0UC_ISU_16                    |P20CLNT023|D      |0UC_ISU_16                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,125,202 |         |         |
|  0UC_ISU_17                    |P20CLNT023|D      |0UC_ISU_17                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,125,613 |         |         |
|  0UC_ISU_18                    |P20CLNT023|D      |0UC_ISU_18                   |X                         |I       |D     |        |                 0 |3.5/03 |20,040,909,124,848 |         |         |
|  0UC_ISU_19                    |P20CLNT023|D      |0UC_ISU_19                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,124,327 |         |         |
|  0UC_ISU_20                    |P20CLNT023|D      |0UC_ISU_20                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,114,125,340 |         |         |
|  0UC_ISU_22                    |P20CLNT023|D      |0UC_ISU_22                   |X                         |I       |D     |        |                 0 |3.3/01 |20,030,819,110,107 |         |         |
|  0UC_ISU_23                    |P20CLNT023|D      |0UC_ISU_23                   |X                         |I       |D     |        |                 0 |3.3/01 |20,030,819,111,334 |         |         |
|  0UC_ISU_24                    |P20CLNT023|D      |0UC_ISU_24                   |X                         |I       |D     |        |                 0 |3.5/03 |20,040,527,064,916 |         |         |
|  0UC_ISU_25                    |P20CLNT023|D      |0UC_ISU_25                   |X                         |I       |D     |        |                 0 |3.3/01 |20,030,819,102,554 |         |         |
|  0UC_ISU_26                    |P20CLNT023|D      |0UC_ISU_26                   |X                         |I       |D     |        |                 0 |3.3/01 |20,030,819,105,647 |         |         |
|  0UC_ISU_27                    |P20CLNT023|D      |0UC_ISU_27                   |X                         |I       |D     |        |                 0 |3.3/01 |20,030,819,110,253 |         |         |
|  0UC_ISU_28                    |P20CLNT023|D      |0UC_ISU_28                   |X                         |I       |D     |        |                 0 |3.3/01 |20,030,819,105,915 |         |         |
|  0UC_ISU_29                    |P20CLNT023|D      |0UC_ISU_29                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,113,140,611 |         |         |
|  0UC_ISU_30                    |P20CLNT023|D      |0UC_ISU_30                   |X                         |I       |D     |        |                 0 |3.5/02 |20,040,205,143,004 |         |         |
|  0UC_ISU_31                    |P20CLNT023|D      |0UC_ISU_31                   |X                         |I       |D     |        |                 0 |3.2/01 |20,030,113,140,305 |         |         |
|  0UC_ISU_CONSUMPTION           |P20CLNT023|D      |0UC_ISU_CONSUMPTION          |X                         |I       |D     |        |                 0 |3.1/01 |20,020,930,144,059 |         |         |
|  0UC_ISU_CONSUMPT_02           |P20CLNT023|D      |0UC_ISU_CONSUMPT_02          |X                         |I       |D     |        |                 0 |3.5/03 |20,040,830,164,311 |         |         |
|  0UC_ISU_PPM_1                 |P20CLNT023|D      |0UC_ISU_33                   |X                         |I       |D     |        |                 0 |3.5/02 |20,031,008,134,026 |         |         |
|  0UC_ISU_PPM_2                 |P20CLNT023|D      |0UCPPM_NUMB                  |X                         |O       |M     |        |                 0 |3.1/01 |20,030,107,151,300 |         |         |
|  0UC_ISU_WASTE_ORDER           |P20CLNT023|D      |0UC_ISU_WASTE_ORDER          |X                         |I       |D     |        |                 0 |3.0/02 |20,020,226,174,529 |         |         |
|  0UC_KOFIZ_TEXT                |P20CLNT023|D      |0UCACTDETID                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,093,543 |         |         |
|  0UC_KONDIGR_TEXT              |P20CLNT023|D      |0UCRATEFAKT                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,103,441 |         |         |
|  0UC_KONZIGR_TEXT              |P20CLNT023|D      |0UCFRANCHGR                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,100,852 |         |         |
|  0UC_KTOKLASSE_TEXT            |P20CLNT023|D      |0UCACC_CLAS                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,093,601 |         |         |
|  0UC_KZSTICH_TEXT              |P20CLNT023|D      |0UCSAMPLEST                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,122,122,714 |         |         |
|  0UC_LINETY_TEXT               |P20CLNT023|D      |0UCDELITTY                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,531,174,410 |         |         |
|  0UC_LOSAMT_TEXT               |P20CLNT023|D      |0UCLOT_CAT                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,101,039 |         |         |
|  0UC_MAHNV_TEXT                |P20CLNT023|D      |0CADUNN_PRC                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,328,085,549 |         |         |
|  0UC_MANOUTSORT_TEXT           |P20CLNT023|D      |0UCMANOUTSO                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,115,092,652 |         |         |
|  0UC_MANSP_TEXT                |P20CLNT023|D      |0CADUNN_BLO                  |X                         |O       |T     |        |                 0 |2.1/01 |20,000,919,161,928 |         |         |
|  0UC_MDCAT_TEXT                |P20CLNT023|D      |0UC_MDCAT                    |X                         |O       |T     |        |                 0 |7.0/02 |20,050,608,132,324 |         |         |
|  0UC_MGRUP_TEXT                |P20CLNT023|D      |0CADUNN_GRP                  |X                         |O       |T     |        |                 0 |2.1/01 |20,000,919,140,922 |         |         |
|  0UC_MRCAT_TEXT                |P20CLNT023|D      |0UC_MRCAT                    |X                         |O       |T     |        |                 0 |3.5/02 |20,031,127,092,907 |         |         |
|  0UC_MREADER_TEXT              |P20CLNT023|D      |0UC_MREADER                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,128,102,220 |         |         |
|  0UC_MRNOTE_TEXT               |P20CLNT023|D      |0UC_MRNOTE                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,127,092,829 |         |         |
