21.04.2015                                                                                                                                                                                                                                           Dynamic List Display                                                                                                                                                                                                                                                  1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  DTA                                     |DTA_TYPE|   RECORDS_ALL|REQUESTS_ALL|RECORDS_QUALOK|REQUESTS_QUALOK|RECORDS_ROLLUP|REQUESTS_ROLLUP|RECORDS_COMPR|REQUESTS_COMPR| RECORDS_ACTIV|REQUESTS_ACTIV|  RECORDS_PROC|REQUESTS_PROC|RECORDS_ERROR|REQUESTS_ERROR|RECORDS_TECHOK|REQUESTS_TECHOK|    TS_DATA_CHANGED|    TS_QUAL_CHANGED|    TS_ROLL_CHANGED|    TS_COMP_CHANGED|   TS_ACTIV_CHANGED|    TS_PROC_CHANGED|    TS_TECH_CHANGED|   TS_ERROR_CHANGED|DM_PSA_ALL|DM_PSA_EXIST|LAST_REQUEST|    TS_LAST_REQUEST|
|  0PROFIT_CTR                             |FLEX_M  |            0 |          2 |            0 |             1 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             1 |20,100,607,200,021 |20,100,607,200,021 |                 0 |                 0 |                 0 |                 0 |20,100,607,200,021 |                 0 |        0 |          0 |    466,758 |20,051,129,172,505 |
|  0PROFIT_CTR_ATTR              P20CLNT023|DTASRC  |       44,494 |         27 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |       44,494 |            27 |20,150,421,122,237 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,421,122,237 |                 0 |        0 |          0 |          0 |                 0 |
|  0PROFIT_CTR_ATTR              ZFLATF_SAP|DTASRC  |      143,038 |        159 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |       2,727 |            3 |      140,311 |           156 |20,150,421,122,251 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,421,122,251 |20,150,320,182,231 |        0 |          0 |          0 |                 0 |
|  0PROFIT_CTR_TEXT              P20CLNT023|DTASRC  |      243,433 |        149 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |      243,433 |           149 |20,150,421,134,442 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,421,134,442 |                 0 |        0 |          0 |          0 |                 0 |
|  0PROFIT_CTR_TEXT              ZFLATF_SAP|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,103,732 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PROJECT_ATTR                 P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,104,713 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PROJECT_TEXT                 P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,114,613 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PROV_GROUP_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,055,232 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_APPLNO_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,009 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_C02                                 |CUBE    |      956,935 |        841 |      956,935 |           841 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |      956,935 |           841 |20,100,729,135,225 |20,100,729,135,225 |                 0 |                 0 |                 0 |                 0 |20,100,729,135,225 |                 0 |        0 |          0 |    941,281 |20,100,218,032,930 |
|  0PS_C04                                 |CUBE    |    5,420,775 |      7,824 |    5,420,775 |         7,824 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |    5,420,775 |         7,824 |20,100,222,144,416 |20,100,222,034,648 |                 0 |                 0 |                 0 |                 0 |20,100,222,034,648 |                 0 |        0 |          0 |    941,314 |20,100,218,034,657 |
|  0PS_DAT_MLS                   P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,008 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_DAT_NAE                   P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,008 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_DAT_NTW                   P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,009 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_DAT_NWA                   P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,009 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_DAT_PRJ                   P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,130,514 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_DAT_WBS                   P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,010 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_DS05                                |ODSO    |       46,222 |      1,069 |       46,222 |         1,064 |            0 |             0 |           0 |            0 |       46,222 |        1,064 |       46,222 |       1,063 |           0 |            0 |       46,222 |         1,069 |20,100,515,012,137 |20,100,514,160,947 |                 0 |                 0 |20,100,514,160,947 |20,100,514,160,947 |20,100,515,012,137 |                 0 |  941,268 |          0 |    985,824 |20,100,515,012,127 |
|  0PS_DS06                                |ODSO    |            1 |      1,068 |            1 |         1,063 |            0 |             0 |           0 |            0 |            1 |        1,063 |            1 |       1,062 |           0 |            0 |            1 |         1,068 |20,100,515,012,154 |20,100,514,155,945 |                 0 |                 0 |20,100,514,155,945 |20,100,514,155,945 |20,100,515,012,154 |                 0 |  941,265 |          0 |    985,827 |20,100,515,012,144 |
|  0PS_OBJ_TEXT                  P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,135,145 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_PRJTYPE_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,135,908 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PS_RESPNO_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,140,317 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PURCH_ORG_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,052,045 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0PUR_GROUP_TEXT               P20CLNT023|DTASRC  |            3 |          3 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            3 |             3 |20,141,004,024,335 |                 0 |                 0 |                 0 |                 0 |                 0 |20,141,004,024,335 |                 0 |        0 |          0 |          0 |                 0 |
|  0PYMT_METH_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,228,140,428 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0REASON_CDE_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,228,140,231 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0REASON_REJ_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,054,944 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0REBATE_GRP_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,163,257 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0REGION_TEXT                  P20CLNT023|DTASRC  |    2,952,734 |        235 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |    2,952,734 |           235 |20,150,419,122,525 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,419,122,525 |                 0 |        0 |          0 |          0 |                 0 |
|  0REPR_GROUP_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,028 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0ROUTE_ATTR                   ZFLATF_SAP|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,031 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0ROUTE_TEXT                   P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,164,704 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0ROUTE_TEXT                   ZFLATF_SAP|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,028 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SALESORG                               |FLEX_M  |   11,522,604 |      1,344 |   11,522,604 |         1,344 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |   11,522,604 |         1,344 |20,150,421,031,924 |20,150,421,031,924 |                 0 |                 0 |                 0 |                 0 |20,150,421,031,924 |                 0 |        0 |          0 |  2,235,819 |20,150,421,031,915 |
|  0SALESORG_ATTR                P20CLNT023|DTASRC  |          142 |          1 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |          142 |             1 |20,130,303,144,624 |                 0 |                 0 |                 0 |                 0 |                 0 |20,130,303,144,624 |                 0 |        0 |          0 |          0 |                 0 |
|  0SALESORG_TEXT                P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,051,139 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SALES_DIST_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,052,327 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SALES_GRP_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,052,443 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SALES_OFF_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,052,554 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SCHD_CATEG_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,031 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SD_C03                                 |CUBE    |  896,929,697 |     50,474 |  896,929,697 |        50,474 |            0 |             0 | 889,800,793 |       49,418 |            0 |            0 |            0 |           0 |           0 |            0 |  896,929,697 |        50,474 |20,150,421,201,940 |20,150,421,201,940 |                 0 |20,150,405,045,800 |                 0 |                 0 |20,150,421,201,940 |                 0 |        0 |          0 |  2,236,443 |20,150,421,201,921 |
|  0SD_C04                                 |CUBE    |   71,882,870 |     13,454 |   71,882,870 |        13,454 |            0 |             0 |  71,556,232 |       13,103 |            0 |            0 |            0 |           0 |           0 |            0 |   71,882,870 |        13,454 |20,150,421,201,504 |20,150,421,201,504 |                 0 |20,150,405,040,934 |                 0 |                 0 |20,150,421,201,504 |                 0 |        0 |          0 |  2,236,440 |20,150,421,201,413 |
|  0SD_O01                                 |ODSO    |  405,918,636 |     33,276 |  405,918,636 |        33,276 |            0 |             0 |           0 |            0 |  405,918,636 |       33,276 |  345,374,279 |      24,841 |           0 |            0 |  405,918,636 |        33,276 |20,150,421,201,705 |20,150,421,201,705 |                 0 |                 0 |20,150,421,201,705 |20,130,903,022,307 |20,150,421,201,521 |                 0 |1,792,270 |          0 |  2,236,440 |20,150,421,201,413 |
|  0SD_O02                                 |ODSO    |    7,025,833 |     11,529 |    7,025,833 |        11,529 |            0 |             0 |           0 |            0 |    7,025,833 |       11,529 |    6,560,849 |       8,606 |           0 |            0 |    7,025,833 |        11,529 |20,150,421,195,217 |20,150,421,195,217 |                 0 |                 0 |20,150,421,195,217 |20,130,903,022,403 |20,150,421,194,819 |                 0 |1,792,212 |          0 |  2,236,417 |20,150,421,194,755 |
|  0SD_O05                                 |ODSO    |   20,683,979 |      6,586 |   20,683,979 |         6,586 |            0 |             0 |           0 |            0 |   20,683,979 |        6,586 |   20,675,798 |       6,584 |           0 |            0 |   20,683,979 |         6,586 |20,150,421,174,143 |20,150,421,174,143 |                 0 |                 0 |20,150,421,174,143 |20,150,421,001,632 |20,150,421,173,815 |                 0 |2,235,467 |          0 |  2,236,302 |20,150,421,173,802 |
|  0SHIP_COND_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,055,102 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SHIP_POINT_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,054,331 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0SP_GL_IND_TEXT               P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,228,140,449 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0STATUSSYS0_TEXT              P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,033 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0STKEYFIG_ATTR                P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,314,054,315 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0STKEYFIG_TEXT                P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,314,054,315 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0STOR_LOC_TEXT                P20CLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,222,052,735 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCA_DS01                               |ODSO    |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,140,312,125,407 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTAGGREG                    P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,727,180,255 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTAGGREG_TEXT               P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,135,613 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTAGGRST_TEXT               P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,135,942 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTAPPL                      P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,140,158 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTAPPL_TEXT                 P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,140,818 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTASCTYPE_TEXT              P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,140,947 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTBWOBJCT_ATTR              P2WCLNT023|DTASRC  |    6,093,584 |        254 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |    6,093,584 |           254 |20,150,419,204,112 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,419,204,112 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTBWOBJCT_TEXT              P2WCLNT023|DTASRC  |      511,725 |          3 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |      511,725 |             3 |20,150,419,205,213 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,419,205,213 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTBWOTYPE_TEXT              P2WCLNT023|DTASRC  |        4,032 |        252 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |        4,032 |           252 |20,150,419,210,108 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,419,210,108 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTCOMSTRU                   P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,155,135 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTCOMSTRU_TEXT              P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,155,448 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTCURTRAN                   P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,155,910 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTCURTRAN_TEXT              P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,160,008 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTDBSELTP_TEXT              P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,160,804 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTDSOURC_TEXT               P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,100,313,232,037 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTELEMTYP                   P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,161,430 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTELEMTYP_TEXT              P2WCLNT023|DTASRC  |           56 |          8 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |           56 |             8 |20,100,228,214,856 |                 0 |                 0 |                 0 |                 0 |                 0 |20,100,228,214,856 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTHANDLTP_TEXT              P2WCLNT023|DTASRC  |       37,044 |        252 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |       37,044 |           252 |20,150,419,210,105 |                 0 |                 0 |                 0 |                 0 |                 0 |20,150,419,210,105 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFAREA                    P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,162,711 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFAREA_TEXT               P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,162,931 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFCUBE                    P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,163,226 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFCUBE_TEXT               P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,163,752 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFSET                     P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,164,212 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFSETQ                    P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,164,806 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFSETQ_TEXT               P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,165,116 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIFSET_TEXT                P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,164,521 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
|  0TCTIGRID                     P2WCLNT023|DTASRC  |            0 |          0 |            0 |             0 |            0 |             0 |           0 |            0 |            0 |            0 |            0 |           0 |           0 |            0 |            0 |             0 |20,110,728,165,349 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |                 0 |        0 |          0 |          0 |                 0 |
