21.04.2015                     Dynamic List Display                            1
--------------------------------------------------------------------------------
-----------------------------------------------------------------------
|  INFOCUBE     |OBJVERS|POSIT|PARTCUBE     |DELTAPROV|DELTAPAIRCLASNM|
|  0DB6_MP05    |D      |    3|0DB6_C05M    |         |               |
|  0DB6_MP06    |D      |    1|0DB6_C06D    |         |               |
|  0DB6_MP06    |D      |    2|0DB6_C06H    |         |               |
|  0DB6_MP06    |D      |    3|0DB6_C06M    |         |               |
|  0DB6_MP07    |D      |    1|0DB6_C07H    |         |               |
|  0DB6_MP07    |D      |    2|0DB6_C07D    |         |               |
|  0DB6_MP07    |D      |    3|0DB6_C07M    |         |               |
|  0DB6_MP08    |D      |    1|0DB6_C08H    |         |               |
|  0DB6_MP08    |D      |    2|0DB6_C08D    |         |               |
|  0DB6_MP08    |D      |    3|0DB6_C08M    |         |               |
|  0DB_MC01     |D      |    1|0DBMKTC01    |         |               |
|  0DB_MC01     |D      |    2|0SD_C03      |         |               |
|  0DB_MC02     |D      |    1|0CSAL_C03    |         |               |
|  0DB_MC02     |D      |    2|0CSAL_C04    |         |               |
|  0DB_MC02     |D      |    3|0CSAL_C09    |         |               |
|  0DB_MC02     |D      |    4|0DBMKTC01    |         |               |
|  0DF_MC01     |D      |    1|0DF_C06      |         |               |
|  0DF_MC01     |D      |    2|0DF_C07      |         |               |
|  0DF_MC01     |D      |    3|0DF_C11      |         |               |
|  0DF_MC01     |D      |    4|0DF_C15      |         |               |
|  0DF_MC01     |D      |    5|0DF_C16      |         |               |
|  0DF_MC02     |D      |    1|0DF_C08      |         |               |
|  0DF_MC02     |D      |    2|0DF_C07      |         |               |
|  0DF_MC03     |D      |    1|0DF_C12      |         |               |
|  0DF_MC03     |D      |    2|0DF_C21      |         |               |
|  0DF_MC04     |D      |    1|0DF_C07      |         |               |
|  0DF_MC04     |D      |    2|0DF_C14      |         |               |
|  0DF_MC04     |D      |    3|0DF_C15      |         |               |
|  0DF_MC04     |D      |    4|0DF_C16      |         |               |
|  0DF_MC05     |D      |    1|0DF_C05      |         |               |
|  0DF_MC05     |D      |    2|0DF_C19      |         |               |
|  0DF_MC06     |D      |    1|0DF_C22      |         |               |
|  0DF_MC06     |D      |    2|0DF_C23      |         |               |
|  0DF_MC07     |D      |    1|0DF_C37      |         |               |
|  0DF_MC07     |D      |    2|0DF_C39      |         |               |
|  0DF_MC08     |D      |    1|0DF_C30      |         |               |
|  0DF_MC08     |D      |    2|0DF_C37      |         |               |
|  0DF_MC09     |D      |    1|0DF_C27      |         |               |
|  0DF_MC09     |D      |    2|0DF_C39      |         |               |
|  0DF_MC10     |D      |    1|0DF_C26      |         |               |
|  0DF_MC11     |D      |    1|0DF_C25      |         |               |
|  0DF_MC12     |D      |    1|0DF_C32      |         |               |
|  0DF_MC13     |D      |    1|0DF_C01      |         |               |
|  0DF_MC14     |D      |    1|0DF_C02      |         |               |
|  0DF_MC15     |D      |    1|0DF_C03      |         |               |
|  0DF_MC16     |D      |    1|0DF_C04      |         |               |
|  0DF_MC17     |D      |    1|0DF_C05      |         |               |
|  0DF_MC18     |D      |    1|0DF_C09      |         |               |
|  0DF_MC19     |D      |    1|0DF_C10      |         |               |
|  0DF_MC20     |D      |    1|0DF_C16      |         |               |
|  0DF_MC21     |D      |    1|0DF_C18      |         |               |
|  0DF_MC22     |D      |    1|0DF_C24      |         |               |
|  0DF_MC23     |D      |    1|0DF_C34      |         |               |
|  0DF_MC23     |D      |    2|0DF_C14      |         |               |
|  0DF_MC24     |D      |    1|0DF_C35      |         |               |
|  0DF_MC25     |D      |    1|0DF_C38      |         |               |
|  0DMACM01     |D      |    1|0DMADS01     |         |               |
|  0DMACM01     |D      |    2|0DMACC01     |         |               |
|  0DMCCM01     |D      |    1|0DMCDS01     |         |               |
|  0DMCCM01     |D      |    2|0DMCCC01     |         |               |
|  0DMTCM01     |D      |    1|0DMTDS01     |         |               |
|  0DMTCM01     |D      |    2|0DMTCC01     |         |               |
|  0D_DX_M01    |D      |    1|0D_DX_C01    |         |               |
|  0D_DX_M01    |D      |    2|0D_DX_C02    |         |               |
|  0D_DX_M01    |D      |    3|0D_DX_C03    |         |               |
|  0D_DX_M01    |D      |    4|0D_DX_C04    |         |               |
|  0D_NW_M01    |D      |    1|0D_NW_C01    |         |               |
|  0D_NW_M01    |D      |    2|0D_NW_T01    |         |               |
|  0ECCS_C06    |D      |    1|0ECCS_C01    |         |               |
|  0ECCS_C06    |D      |    2|0ECCS_C05    |         |               |
|  0EIC_MC01    |D      |    1|0EIC_C01     |         |               |
|  0EIH_MC01    |D      |    1|0EIH_C02     |         |               |
|  0EIH_MC01    |D      |    2|0EIH_C03     |         |               |
|  0EPM_MP01    |D      |    1|0EPM_C01     |         |               |
|  0EPM_MP01    |D      |    2|0EPM_C02     |         |               |
|  0FA_MP02     |D      |    1|0FA_C02      |         |               |
|  0FC_MC01     |D      |    1|0FC_C06      |         |               |
|  0FC_MC01     |D      |    2|0FC_C07      |         |               |
|  0FC_MC02     |D      |    1|0FC_C10      |         |               |
|  0FC_MC08     |D      |    1|0FC_C08      |         |               |
|  0FC_MC09     |D      |    1|0FC_C09      |         |               |
|  0FC_MC10     |D      |    1|0FC_C08      |         |               |
|  0FC_MC10     |D      |    2|0FC_C09      |         |               |
|  0FC_MP11     |D      |    1|0FC_C011     |         |               |
|  0FC_MP12     |D      |    1|0FC_C012     |         |               |
|  0FC_MP18     |D      |    1|0FC_C018     |         |               |
|  0FC_MP20     |D      |    1|0FC_C20      |         |               |
|  0FC_MP21     |D      |    1|0FC_C21      |         |               |
|  0FC_MP24     |D      |    1|0FC_C24      |         |               |
|  0FC_MP25     |D      |    1|0FC_C25      |         |               |
|  0FIAA_M20    |D      |    1|0AA_RECSTAT  |         |               |
|  0FIAA_M20    |D      |    2|0ACCESSTP    |         |               |
|  0FIAA_M20    |D      |    3|0FIAA_C20    |         |               |
|  0FIAA_M20    |D      |    4|0FIAA_R20    |         |               |
|  0FIAA_MC1    |D      |    1|0FIAA_C11    |         |               |
|  0FIAA_MC1    |D      |    2|0FIAA_C12    |         |               |
|  0FIAP_M20    |D      |    1|0ACCESSTP    |         |               |
|  0FIAP_M20    |D      |    2|0FIAP_C20    |         |               |
|  0FIAP_M20    |D      |    3|0FIAP_R20    |         |               |
|  0FIAP_M30    |D      |    1|0ACCESSTP    |         |               |
|  0FIAP_M30    |D      |    2|0FIAP_C30    |         |               |
|  0FIAP_M30    |D      |    3|0FIAP_R30    |         |               |
|  0FIAP_M50    |D      |    1|0ACCESSTP    |         |               |
|  0FIAP_M50    |D      |    2|0FIAP_C50    |         |               |
|  0FIAP_M50    |D      |    3|0FIAP_R50    |         |               |
|  0FIAP_M51    |D      |    1|0ACCESSTP    |         |               |
|  0FIAP_M51    |D      |    2|0FIAP_C51    |         |               |
|  0FIAP_M51    |D      |    3|0FIAP_R51    |         |               |
|  0FIAR_M20    |D      |    1|0ACCESSTP    |         |               |
|  0FIAR_M20    |D      |    2|0FIAR_C20    |         |               |
|  0FIAR_M20    |D      |    3|0FIAR_R20    |         |               |
|  0FIAR_M30    |D      |    1|0ACCESSTP    |         |               |
|  0FIAR_M30    |D      |    2|0FIAR_C30    |         |               |
|  0FIAR_M30    |D      |    3|0FIAR_R30    |         |               |
|  0FIAR_M50    |D      |    1|0ACCESSTP    |         |               |
|  0FIAR_M50    |D      |    2|0FIAR_C50    |         |               |
|  0FIAR_M50    |D      |    3|0FIAR_R50    |         |               |
|  0FIA_MDS1    |D      |    1|0FIA_DS11    |         |               |
|  0FIA_MDS1    |D      |    2|0FIA_DS12    |         |               |
|  0FIA_MDS2    |D      |    1|0FIA_DS11    |         |               |
|  0FIA_MDS2    |D      |    2|0FIA_DS13    |         |               |
|  0FIGL_M20    |D      |    1|0ACCESSTP    |         |               |
|  0FIGL_M20    |D      |    2|0FIGL_C20    |         |               |
|  0FIGL_M20    |D      |    3|0FIGL_R20    |         |               |
|  0FIGL_M30    |D      |    1|0GL_ACCTP    |         |               |
|  0FIGL_M30    |D      |    2|0FIGL_V30    |         |               |
|  0FIGL_M30    |D      |    3|0FIGL_V31    |         |               |
|  0FIGL_M30    |D      |    4|0FIGL_C30    |         |               |
|  0FIGL_M40    |D      |    1|0ACCESSTP    |         |               |
|  0FIGL_M40    |D      |    2|0FIGL_D40    |         |               |
|  0FIGL_M40    |D      |    3|0FIGL_V40    |         |               |
|  0FIGL_M50    |D      |    1|0ACCESSTP    |         |               |
|  0FIGL_M50    |D      |    2|0FIGL_R50    |         |               |
|  0FIP_MP01    |D      |    1|0FIP_C01     |         |               |
|  0FI_MP51     |D      |    1|0FI_IS52     |         |               |
|  0FI_MP51     |D      |    2|0PP_IS52     |         |               |
|  0FRE_MC01    |D      |    1|0FRE_C01     |         |               |
|  0FRE_MC01    |D      |    2|0FRE_C02     |         |               |
|  0FRE_MC01    |D      |    3|0FRE_C03     |         |               |
|  0FRE_MC01    |D      |    4|0FRE_C04     |         |               |
|  0FRE_MC02    |D      |    1|0FRE_C02     |         |               |
|  0FRE_MC02    |D      |    2|0FRE_C03     |         |               |
|  0FRE_MC02    |D      |    3|0FRE_C05     |         |               |
|  0FRE_MC03    |D      |    1|0FRE_C05     |         |               |
|  0FRE_MC04    |D      |    1|0FRE_C05     |         |               |
|  0FRE_MC04    |D      |    2|0RPA_C02     |         |               |
|  0FRE_MC05    |D      |    1|0FRE_C07     |         |               |
|  0FRE_MC21    |D      |    1|0FRE_C21     |         |               |
|  0FRE_MC21    |D      |    2|0FRE_C22     |         |               |
|  0FRE_MC21    |D      |    3|0FRE_C23     |         |               |
|  0FRE_MC21    |D      |    4|0FRE_C24     |         |               |
|  0FRE_MC22    |D      |    1|0FRE_C22     |         |               |
|  0FRE_MC22    |D      |    2|0FRE_C23     |         |               |
|  0FRE_MC22    |D      |    3|0FRE_C25     |         |               |
|  0FRE_MC23    |D      |    1|0FRE_C25     |         |               |
|  0FRE_MC24    |D      |    1|0RPA_C02     |         |               |
|  0FRE_MC24    |D      |    2|0FRE_C25     |         |               |
|  0FRE_MC25    |D      |    1|0FRE_C27     |         |               |
|  0FRE_MP06    |D      |    1|0FRE_C01     |         |               |
|  0FRE_MP07    |D      |    1|0FRE_C02     |         |               |
|  0FRE_MP08    |D      |    1|0FRE_C03     |         |               |
|  0FRE_MP09    |D      |    1|0FRE_C04     |         |               |
|  0GAE_MP01    |D      |    1|0GAE_C01     |         |               |
|  0GAE_MP01    |D      |    2|0GAE_C08     |         |               |
|  0GAE_MP02    |D      |    1|0GAE_C02     |         |               |
|  0GAE_MP02    |D      |    2|0GAE_C03     |         |               |
|  0GAE_MP02    |D      |    3|0GAE_C04     |         |               |
|  0GAE_MP02    |D      |    4|0GAE_C05     |         |               |
|  0GAE_MP02    |D      |    5|0GAE_C06     |         |               |
|  0GAE_MP02    |D      |    6|0GAE_C07     |         |               |
|  0GFN_MP01    |D      |    1|0GFN_DS01    |         |               |
|  0GM_MP01     |D      |    1|0GM_C02      |         |               |
|  0GPC3MP01    |D      |    1|0GPC3C01     |         |               |
|  0GPC3MP02    |D      |    1|0GPC3C08     |         |               |
|  0GPC3MP03    |D      |    1|0GPC3C02     |         |               |
|  0GPC3MP04    |D      |    1|0GPC3DS01    |         |               |
|  0GPC3MP05    |D      |    1|0GPC3DS02    |         |               |
|  0GPC3MP06    |D      |    1|0GPC3DS03    |         |               |
|  0GPC3MP07    |D      |    1|0GPC3DS04    |         |               |
|  0GPC3MP08    |D      |    1|0GPC3DS06    |         |               |
|  0GPC3MP09    |D      |    1|0GPC3C09     |         |               |
|  0GPC3MP10    |D      |    1|0GPC3C03     |         |               |
|  0GPC3MP11    |D      |    1|0GPC3C04     |         |               |
|  0GPC3MP12    |D      |    1|0GPC3C05     |         |               |
|  0GPC3MP13    |D      |    1|0GPC3C06     |         |               |
|  0GPC3MP14    |D      |    1|0GPC3C07     |         |               |
|  0GPC_MR01    |D      |    1|0GPC_C01     |         |               |
|  0GPC_MR02    |D      |    1|0GPC_C02     |         |               |
|  0GPC_MR03    |D      |    1|0GPC_IS_1    |         |               |
|  0GPC_MR04    |D      |    1|0GPC_IS_2    |         |               |
|  0GRM3MP01    |D      |    1|0GRM3C01     |         |               |
|  0GRM3MP02    |D      |    1|0GRM3C02     |         |               |
|  0GRM3MP03    |D      |    1|0GRM3C03     |         |               |
|  0GRM3MP04    |D      |    1|0GRM3C04     |         |               |
|  0GRM3MP05    |D      |    1|0GRM3DS08    |         |               |
|  0GRM3MP06    |D      |    1|0GRM3C06     |         |               |
|  0GRM3MP07    |D      |    1|0GRM3C05     |         |               |
|  0GRM_MR01    |D      |    1|0GRM_RM01    |         |               |
|  0GRM_MR02    |D      |    1|0GRM_RM02    |         |               |
|  0GRM_MR03    |D      |    1|0GRM_RM03    |         |               |
|  0GTR_MC01    |D      |    1|0GTR_C01     |         |               |
|  0GTR_MC01    |D      |    2|0GTR_C02     |         |               |
|  0GTR_MC01    |D      |    3|0PSCD_C01    |         |               |
|  0GTR_MC01    |D      |    4|0PSCD_C02    |         |               |
|  0GTR_MC01    |D      |    5|0GTR_C04     |         |               |
|  0GTR_MC02    |D      |    1|0GTR_C01     |         |               |
|  0GTR_MC02    |D      |    2|0GTR_C02     |         |               |
|  0GTR_MC02    |D      |    3|0GTR_C04     |         |               |
|  0GT_MC01     |D      |    1|0GT_C01      |         |               |
|  0GT_MC01     |D      |    2|0GT_C02      |         |               |
|  0GT_MC01     |D      |    3|0GT_C03      |         |               |
|  0GT_MC02     |D      |    1|0GT_DS04     |         |               |
|  0GT_MC02     |D      |    2|0GT_DS01     |         |               |
|  0GT_MC03     |D      |    1|0GT_DS06     |         |               |
|  0GT_MC04     |D      |    1|0GT_DS04     |         |               |
|  0GT_MC04     |D      |    2|0GT_DS05     |         |               |
|  0GT_MC05     |D      |    1|0GT_DS08     |         |               |
|  0GT_MC06     |D      |    1|0GT_DS04     |         |               |
|  0GT_MC06     |D      |    2|0GT_DS05     |         |               |
|  0GT_MC07     |D      |    1|0GT_DS04     |         |               |
|  0GT_MC07     |D      |    2|0GT_DS05     |         |               |
|  0GT_MC07     |D      |    3|0GT_DS06     |         |               |
|  0GT_MC07     |D      |    4|0GT_C04      |         |               |
|  0GT_MC07     |D      |    5|0GT_C05      |         |               |
|  0HC_AT_M1    |D      |    1|0HC_C35      |         |               |
|  0HC_AT_M1    |D      |    2|0HC_C36      |         |               |
|  0HC_AT_M2    |D      |    1|0HC_C30      |         |               |
|  0HC_DE_M1    |D      |    1|0HC_C35      |         |               |
|  0HC_DE_M1    |D      |    2|0HC_C36      |         |               |
|  0HC_DE_M2    |D      |    1|0HC_C33      |         |               |
|  0HC_DE_M3    |D      |    1|0HC_DE_C1    |         |               |
|  0HC_DE_M3    |D      |    2|0HC_DE_C3    |         |               |
|  0HC_DE_M4    |D      |    1|0HC_C34      |         |               |
|  0HC_M01      |D      |    1|0HC_C35      |         |               |
|  0HC_M01      |D      |    2|0HC_C36      |         |               |
|  0HC_MP02     |D      |    1|0HC_C37      |         |               |
|  0HC_MP03     |D      |    1|0HC_C38      |         |               |
|  0HE_MP01     |D      |    1|0HE_DS01     |         |               |
|  0HE_MP02     |D      |    1|0HE_DS02     |         |               |
|  0HE_MP03     |D      |    1|0HE_DS03     |         |               |
|  0HE_MP06     |D      |    1|0HE_DS06     |         |               |
|  0HE_MP07     |D      |    1|0HE_DS07     |         |               |
|  0HE_MP08     |D      |    1|0HE_DS08     |         |               |
|  0HE_MP09     |D      |    1|0HE_DS09     |         |               |
|  0HE_MP10     |D      |    1|0HE_DS10     |         |               |
|  0HE_MP11     |D      |    1|0HE_DS11     |         |               |
|  0ICH_MC01    |D      |    1|0ICH_CO4     |         |               |
|  0ICH_MP01    |D      |    1|0ICH_C01     |         |               |
|  0ICH_MP02    |D      |    1|0ICH_C02     |         |               |
|  0IC_MC01     |D      |    1|0MATERIAL    |         |               |
|  0IC_MC01     |D      |    2|0IC_C03      |         |               |
|  0IC_MC02     |D      |    1|0IC_C03      |         |               |
|  0IC_MC02     |D      |    2|0PP_C05      |         |               |
|  0IC_MC03     |D      |    1|0IC_C03      |         |               |
|  0IC_MC03     |D      |    2|0PP_C02      |         |               |
|  0IC_MP04     |D      |    1|0IC_C03      |         |               |
|  0IMFA_C02    |D      |    1|0IMFA_C03    |         |               |
|  0IMFA_C02    |D      |    2|0SEM_C05     |         |               |
|  0IMFA_M10    |D      |    1|0IMFA_I10    |         |               |
|  0IMFA_M10    |D      |    2|0ACCESSTP    |         |               |
|  0IMFA_M10    |D      |    3|0IMFA_R10    |         |               |
|  0IMS_MC01    |D      |    1|0IMS_DS05    |         |               |
|  0IMS_MC01    |D      |    2|0IMSU_C01    |         |               |
|  0INM_MP01    |D      |    1|0INM_RC01    |         |               |
|  0INM_MP01    |D      |    2|0COPA_C01    |         |               |
|  0INM_MP02    |D      |    1|0COPC_C10    |         |               |
|  0INM_MP02    |D      |    2|0INM_RC02    |         |               |
|  0INM_MP02    |D      |    3|0PCQMCALI    |         |               |
|  0INM_MP03    |D      |    1|0COOM_C02    |         |               |
|  0INM_MP03    |D      |    2|0CPR_C03     |         |               |
|  0INM_MP03    |D      |    3|0INM_RC03    |         |               |
|  0INM_MP04    |D      |    1|0IMFA_1      |         |               |
|  0INM_MP04    |D      |    2|0INM_RC04    |         |               |
|  0INM_MP05    |D      |    1|0INM_RC01    |         |               |
|  0INM_MP05    |D      |    2|0INM_RC03    |         |               |
|  0INM_MP05    |D      |    3|0INM_RC04    |         |               |
|  0INM_MP05    |D      |    4|0INM_RC05    |         |               |
|  0INM_MP05    |D      |    5|0INM_RC02    |         |               |
|  0INM_MP05    |D      |    6|0RPM_C05     |         |               |
|  0INM_MP06    |D      |    1|0INM_RC01    |         |               |
|  0INM_MP06    |D      |    2|0INM_RC02    |         |               |
|  0IPM_MC01    |D      |    1|0IPM_C01     |         |               |
|  0IPM_MC01    |D      |    2|0IPM_C02     |         |               |
|  0IPM_MC02    |D      |    1|0IPM_C01     |         |               |
|  0IPM_MC02    |D      |    2|0IPM_C02     |         |               |
|  0IPM_MC02    |D      |    3|0IPM_C09     |         |               |
|  0IPM_MC02    |D      |    4|0IPM_C10     |         |               |
|  0IPM_MC02    |D      |    5|0IPM_C11     |         |               |
|  0IPM_MC02    |D      |    6|0IPM_C12     |         |               |
|  0IPM_MC02    |D      |    7|0IPM_C13     |         |               |
|  0IPM_MP03    |D      |    1|0IPM_C02     |         |               |
|  0IPM_MP04    |D      |    1|0IPM_C04     |         |               |
|  0ISCMMP01    |D      |    1|0ISCM_C05    |         |               |
|  0ISCMMP02    |D      |    1|0ISCM_C07    |         |               |
|  0ISCMMP02    |D      |    2|0ISCM_C08    |         |               |
|  0ISCMMP02    |D      |    3|0ISCM_C09    |         |               |
|  0ISCMMP02    |D      |    4|0ISCM_C10    |         |               |
|  0ISCMMP02    |D      |    5|0ISCM_C11    |         |               |
|  0ISCMMP02    |D      |    6|0ISCM_C12    |         |               |
|  0LES_MP01    |D      |    1|0LES_C01     |         |               |
|  0LES_MP02    |D      |    1|0LES_C11     |         |               |
|  0LES_MP03    |D      |    1|0LES_C01     |         |               |
|  0LES_MP03    |D      |    2|0LES_C11     |         |               |
|  0LSO_MP01    |D      |    1|0LSO_C01     |         |               |
|  0MEMAMMC1    |D      |    1|0MEMAMC02    |         |               |
|  0MEMAMMC1    |D      |    2|0MEMAMC03    |         |               |
|  0MEMAMMC2    |D      |    1|0MEMAMC05    |         |               |
|  0MEMAMMC2    |D      |    2|0MEMAMC07    |         |               |
|  0MEMAMMC3    |D      |    1|0MEMAMC06    |         |               |
|  0MEMAMMC3    |D      |    2|0MEMAMC08    |         |               |
|  0MEMAMMC4    |D      |    1|0MEMAMC13    |         |               |
|  0MEMAMMC4    |D      |    2|0MEMAMC15    |         |               |
|  0MEMAMMP5    |D      |    1|0MEMAMC04    |         |               |
|  0MEMAMMP6    |D      |    1|0MEMAMC05    |         |               |
|  0MEMAMMP7    |D      |    1|0MEMAMO07    |         |               |
|  0MEPLMMC1    |D      |    1|0MEPLMC03    |         |               |
|  0MEPLMMC1    |D      |    2|0MEPLMC05    |         |               |
|  0METLMP01    |D      |    1|0ME_TLC03    |         |               |
|  0METLMP02    |D      |    1|0ME_TLC04    |         |               |
|  0MKTGMP02    |D      |    1|0MKTG_C01    |         |               |
|  0MKTG_MC1    |D      |    1|0ELM_IS01    |         |               |
|  0MKTG_MC1    |D      |    2|0MKTG_C03    |         |               |
|  0MKTG_MC1    |D      |    3|0MKTG_C04    |         |               |
|  0MSS_MP01    |D      |    1|0MSS_C01D    |         |               |
|  0MSS_MP01    |D      |    2|0MSS_C01H    |         |               |
|  0MSS_MP01    |D      |    3|0MSS_C01M    |         |               |
|  0MSS_MP02    |D      |    1|0MSS_C02D    |         |               |
|  0MSS_MP02    |D      |    2|0MSS_C02H    |         |               |
|  0MSS_MP02    |D      |    3|0MSS_C02M    |         |               |
|  0MSS_MP03    |D      |    1|0MSS_C03D    |         |               |
|  0MSS_MP03    |D      |    2|0MSS_C03H    |         |               |
|  0MSS_MP03    |D      |    3|0MSS_C03M    |         |               |
|  0MSS_MP04    |D      |    1|0MSS_C04D    |         |               |
|  0MSS_MP04    |D      |    2|0MSS_C04H    |         |               |
|  0MSS_MP04    |D      |    3|0MSS_C04M    |         |               |
|  0MSS_MP05    |D      |    1|0MSS_C05D    |         |               |
|  0MSS_MP05    |D      |    2|0MSS_C05H    |         |               |
|  0MSS_MP05    |D      |    3|0MSS_C05M    |         |               |
|  0MSS_MP06    |D      |    1|0MSS_C06D    |         |               |
|  0MSS_MP06    |D      |    2|0MSS_C06H    |         |               |
|  0MSS_MP06    |D      |    3|0MSS_C06M    |         |               |
|  0MSS_MP07    |D      |    1|0MSS_C02D    |         |               |
|  0MSS_MP07    |D      |    2|0MSS_C02H    |         |               |
|  0MSS_MP07    |D      |    3|0MSS_C02M    |         |               |
|  0MSS_MP07    |D      |    4|0MSS_C04D    |         |               |
|  0MSS_MP07    |D      |    5|0MSS_C04H    |         |               |
|  0MSS_MP07    |D      |    6|0MSS_C04M    |         |               |
|  0OA1_MP01    |D      |    1|0OA1_C01     |         |               |
|  0OA2_MP01    |D      |    1|0OA2_DS03    |         |               |
|  0OIS_MP01    |D      |    1|0OIS_DS01    |         |               |
|  0OIS_MP02    |D      |    1|0OIS_DS02    |         |               |
|  0OIS_MP03    |D      |    1|0OIS_C01     |         |               |
|  0OI_MP01     |D      |    1|0OI_TDC01    |         |               |
|  0OI_MP02     |D      |    1|0OI_TDC04    |         |               |
|  0OI_MP03     |D      |    1|0OI_EXC01    |         |               |
|  0OI_MP04     |D      |    1|0OI_EXC03    |         |               |
|  0OI_MP05     |D      |    1|0OI_EXC04    |         |               |
|  0OPA_M20     |D      |    1|0OPA_C20     |         |               |
|  0OPA_M20     |D      |    2|0OPA_R20     |         |               |
|  0OPA_M20     |D      |    3|0ACCESSTP    |         |               |
|  0OPA_M30     |D      |    1|0OPA_C30     |         |               |
|  0OPA_M30     |D      |    2|0OPA_R30     |         |               |
|  0OPA_M30     |D      |    3|0ACCESSTP    |         |               |
|  0OPA_M40     |D      |    1|0ACCESSTP    |         |               |
|  0OPA_M40     |D      |    2|0OPA_R40     |         |               |
|  0OPA_M40     |D      |    3|0OPA_D40     |         |               |
|  0OPA_M50     |D      |    1|0OPA_C20     |         |               |
|  0OPA_M50     |D      |    2|0OPA_R50     |         |               |
|  0OPA_M50     |D      |    3|0ACCESSTP    |         |               |
|  0PAC_MC01    |D      |    1|0PACP_C01    |         |               |
|  0PAC_MC01    |D      |    2|0PY_PPC01    |         |               |
|  0PA_MP01     |D      |    1|0PA_C01      |         |               |
|  0PA_MP03     |D      |    1|0PA_DS05     |         |               |
|  0PA_MP03     |D      |    2|0PA_IS12     |         |               |
|  0PA_MP03     |D      |    3|0PA_IS13     |         |               |
|  0PCA_MC01    |D      |    1|0PCA_C01     |         |               |
|  0PCA_MC01    |D      |    2|0PCA_C02     |         |               |
|  0PCA_MP01    |D      |    1|0PCA_C01     |         |               |
|  0PCCP_M10    |D      |    1|0ACCESSTP    |         |               |
|  0PCCP_M10    |D      |    2|0PCCP_C10    |         |               |
|  0PCCP_M10    |D      |    3|0PCCP_R10    |         |               |
|  0PCCP_M20    |D      |    1|0ACCESSTP    |         |               |
|  0PCCP_M20    |D      |    2|0PCCP_C20    |         |               |
|  0PCCP_M20    |D      |    3|0PCCP_R20    |         |               |
|  0PCCP_M30    |D      |    1|0ACCESSTP    |         |               |
|  0PCCP_M30    |D      |    2|0PCCP_C30    |         |               |
|  0PCCP_M30    |D      |    3|0PCCP_R30    |         |               |
|  0PC_M10      |D      |    1|0PC_C10      |         |               |
|  0PC_M10      |D      |    2|0PC_R10      |         |               |
|  0PC_M10      |D      |    3|0ACCESSTP    |         |               |
|  0PC_MASS1    |D      |    1|0PC_ASS01    |         |               |
|  0PC_MCON1    |D      |    1|0PC_CON01    |         |               |
|  0PC_MREM1    |D      |    1|0PC_REM01    |         |               |
|  0PM_MC01     |D      |    1|0PM_C01      |         |               |
|  0PM_MC01     |D      |    2|0PM_C06      |         |               |
|  0PM_MP02     |D      |    1|0PM_C01      |         |               |
|  0PM_MP03     |D      |    1|0PM_DS02     |         |               |
|  0PM_MP04     |D      |    1|0EQUIPMENT   |         |               |
|  0PM_MP04     |D      |    2|0FIAA_C02    |         |               |
|  0PM_MP04     |D      |    3|0PM_C01      |         |               |
|  0PM_MP10     |D      |    1|0PM_C10      |         |               |
|  0PM_MP10     |D      |    2|0PM_R10      |         |               |
|  0PM_MP10     |D      |    3|0ACCESSTP    |         |               |
|  0PM_MP11     |D      |    1|0PM_C11      |         |               |
|  0PM_MP11     |D      |    2|0PM_R11      |         |               |
|  0PM_MP11     |D      |    3|0ACCESSTP    |         |               |
|  0PP_MP01     |D      |    1|0PP_C01      |         |               |
|  0PP_MP02     |D      |    1|0PP_C02      |         |               |
|  0PP_MP03     |D      |    1|0PP_C03      |         |               |
|  0PP_MP04     |D      |    1|0PP_C05      |         |               |
|  0PP_MP05     |D      |    1|0PP_C13      |         |               |
|  0PSCD_MC1    |D      |    1|0PSCD_C02    |         |               |
|  0PSCD_MC1    |D      |    2|0PSCD_C03    |         |               |
|  0PSM_MP01    |D      |    1|0PSM_C40     |         |               |
|  0PSM_MP01    |D      |    2|0PY_PPC02    |         |               |
|  0PSM_MP02    |D      |    1|0PSM_C41     |         |               |
|  0PSM_MP02    |D      |    2|0PSM_C41P    |         |               |
|  0PSM_MP11    |D      |    1|0PSM_RC43    |         |               |
|  0PSM_MP11    |D      |    2|0PSM_RC48    |         |               |
|  0PSM_MP12    |D      |    1|0PSM_RC45    |         |               |
|  0PSM_MP12    |D      |    2|0PSM_RC48    |         |               |
|  0PSM_MP13    |D      |    1|0PSM_C43     |         |               |
|  0PSM_MP13    |D      |    2|0PSM_RC43    |         |               |
|  0PSM_MP14    |D      |    1|0PSM_C45     |         |               |
|  0PSM_MP14    |D      |    2|0PSM_RC45    |         |               |
|  0PSM_MP15    |D      |    1|0PSM_C47     |         |               |
|  0PSM_MP15    |D      |    2|0PSM_RC47    |         |               |
|  0PS_C05      |A      |    1|0PS_C02      |         |               |
|  0PS_C05      |A      |    2|0PS_C04      |         |               |
|  0PS_C05      |D      |    1|0PS_C02      |         |               |
|  0PS_C05      |D      |    2|0PS_C04      |         |               |
|  0PS_C05      |M      |    1|0PS_C02      |         |               |
|  0PS_C05      |M      |    2|0PS_C04      |         |               |
|  0PS_C051     |D      |    1|0PS_C021     |         |               |
|  0PS_C051     |D      |    2|0PS_C041     |         |               |
|  0PS_C06      |D      |    1|0PS_C03      |         |               |
|  0PS_C06      |D      |    2|0PS_C04      |         |               |
