19.04.2015                                                                                                                                                          Dynamic List Display                                                                                                                                                                 1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  INFOSPOKE              |OBJVERS|APPLNM                   |OHDEST   |OHSOURCE   |OHSRCTYPE|UPDMODE|MAXSIZE|BCTCOMP|STRUCTURE1                    |STRUCTURE2                 |IMP_NAME            |DREQSER|BTCSRVNAME|DIALOGTASK|OBJSTAT|CONTREL|CONTTIMESTMP|OWNER|BWAPPL|ACTIVFL|TSTPNM|           TIMESTMP|TXTSH               |TXTLG               |
|  Z_0MAT_SALES_K001      |A      |LO-IO                    |DW03562  |0MAT_SALES |IOBJ_A   |F      |  50000|       |/BIC/CYZ_0MAT_SALES_K001      |/BIC/CZZ_0MAT_SALES_K001   |ZZ_0MAT_SALES_K001  |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,230,606 |MD 0MAT_SALES Attr  |MD 0MAT_SALES Attr  |
|  Z_0MAT_SALES_K001      |M      |LO-IO                    |DW03562  |0MAT_SALES |IOBJ_A   |F      |  50000|       |/BIC/CYZ_0MAT_SALES_K001      |/BIC/CZZ_0MAT_SALES_K001   |ZZ_0MAT_SALES_K001  |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,230,542 |MD 0MAT_SALES Attr  |MD 0MAT_SALES Attr  |
|  Z_0MAT_UNIT_K001       |A      |LO-IO                    |DW03602  |0MAT_UNIT  |IOBJ_A   |F      |  50000|       |/BIC/CYZ_0MAT_UNIT_K001       |/BIC/CZZ_0MAT_UNIT_K001    |ZZ_0MAT_UNIT_K001   |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,231,118 |MD 0MAT_UNIT        |MD 0MAT_UNIT        |
|  Z_0MAT_UNIT_K001       |M      |LO-IO                    |DW03602  |0MAT_UNIT  |IOBJ_A   |F      |  50000|       |/BIC/CYZ_0MAT_UNIT_K001       |/BIC/CZZ_0MAT_UNIT_K001    |ZZ_0MAT_UNIT_K001   |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,231,115 |MD 0MAT_UNIT        |MD 0MAT_UNIT        |
|  Z_0NF_DS01_K001D       |A      |0COUNTRY_BRAZIL          |DW03197  |0NF_DS01   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS01_K001D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,058 |Nota Fiscal Header  |Nota Fiscal Header  |
|  Z_0NF_DS01_K001D       |M      |0COUNTRY_BRAZIL          |DW03197  |0NF_DS01   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS01_K001D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,055 |Nota Fiscal Header  |Nota Fiscal Header  |
|  Z_0NF_DS01_K002D       |A      |0COUNTRY_BRAZIL          |DW03563D |0NF_DS01   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS01_K002D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,233,929 |SA Nota Fiscal Hdr D|SA Nota Fiscal Hdr D|
|  Z_0NF_DS01_K002D       |M      |0COUNTRY_BRAZIL          |DW03563D |0NF_DS01   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS01_K002D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,233,926 |SA Nota Fiscal Hdr D|SA Nota Fiscal Hdr D|
|  Z_0NF_DS01_K002F       |A      |0COUNTRY_BRAZIL          |DW03563F |0NF_DS01   |ODSO     |F      |  10000|       |/BIC/CYZ_0NF_DS01_K002F       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,233,858 |SA Nota Fiscal Hdr F|SA Nota Fiscal Hdr F|
|  Z_0NF_DS01_K002F       |M      |0COUNTRY_BRAZIL          |DW03563F |0NF_DS01   |ODSO     |F      |  10000|       |/BIC/CYZ_0NF_DS01_K002F       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,233,852 |SA Nota Fiscal Hdr F|SA Nota Fiscal Hdr F|
|  Z_0NF_DS02_K001D       |A      |0COUNTRY_BRAZIL          |DW03191  |0NF_DS02   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS02_K001D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,058 |Nota Fiscal Item    |Nota Fiscal Item    |
|  Z_0NF_DS02_K001D       |M      |0COUNTRY_BRAZIL          |DW03191  |0NF_DS02   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS02_K001D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,055 |Nota Fiscal Item    |Nota Fiscal Item    |
|  Z_0NF_DS02_K002D       |A      |0COUNTRY_BRAZIL          |DW03564D |0NF_DS02   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS02_K002D       |/BIC/CZZ_0NF_DS02_K002D    |ZZ_0NF_DS02_K002D   |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,048 |SA Nota Fiscal Itm D|SA Nota Fiscal Itm D|
|  Z_0NF_DS02_K002D       |M      |0COUNTRY_BRAZIL          |DW03564D |0NF_DS02   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS02_K002D       |/BIC/CZZ_0NF_DS02_K002D    |ZZ_0NF_DS02_K002D   |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,045 |SA Nota Fiscal Itm D|SA Nota Fiscal Itm D|
|  Z_0NF_DS02_K002F       |A      |0COUNTRY_BRAZIL          |DW03564F |0NF_DS02   |ODSO     |F      |  10000|       |/BIC/CYZ_0NF_DS02_K002F       |/BIC/CZZ_0NF_DS02_K002F    |ZZ_0NF_DS02_K002F   |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,004 |SA Nota Fiscal Itm F|SA Nota Fiscal Itm F|
|  Z_0NF_DS02_K002F       |M      |0COUNTRY_BRAZIL          |DW03564F |0NF_DS02   |ODSO     |F      |  10000|       |/BIC/CYZ_0NF_DS02_K002F       |/BIC/CZZ_0NF_DS02_K002F    |ZZ_0NF_DS02_K002F   |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,000 |SA Nota Fiscal Itm F|SA Nota Fiscal Itm F|
|  Z_0NF_DS03_K001D       |A      |0COUNTRY_BRAZIL          |DW03196  |0NF_DS03   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS03_K001D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,058 |Nota Fiscal Tax     |Nota Fiscal Tax     |
|  Z_0NF_DS03_K001D       |M      |0COUNTRY_BRAZIL          |DW03196  |0NF_DS03   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS03_K001D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,055 |Nota Fiscal Tax     |Nota Fiscal Tax     |
|  Z_0NF_DS03_K002D       |A      |0COUNTRY_BRAZIL          |DW03573D |0NF_DS03   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS03_K002D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,205 |SA Nota Fiscal Tax D|SA Nota Fiscal Tax D|
|  Z_0NF_DS03_K002D       |M      |0COUNTRY_BRAZIL          |DW03573D |0NF_DS03   |ODSO_D   |D      |  10000|       |/BIC/CYZ_0NF_DS03_K002D       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,203 |SA Nota Fiscal Tax D|SA Nota Fiscal Tax D|
|  Z_0NF_DS03_K002F       |A      |0COUNTRY_BRAZIL          |DW03573F |0NF_DS03   |ODSO     |F      |  10000|       |/BIC/CYZ_0NF_DS03_K002F       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,132 |SA Nota Fiscal Tax F|SA Nota Fiscal Tax F|
|  Z_0NF_DS03_K002F       |M      |0COUNTRY_BRAZIL          |DW03573F |0NF_DS03   |ODSO     |F      |  10000|       |/BIC/CYZ_0NF_DS03_K002F       |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,127,234,129 |SA Nota Fiscal Tax F|SA Nota Fiscal Tax F|
|  Z_0SD_C03_K001         |A      |0SD                      |DW03501  |0SD_C03    |CUBE     |D      |  10000|       |/BIC/CYZ_0SD_C03_K001         |/BIC/CZZ_0SD_C03_K001      |ZZ_0SD_C03_K001     |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,204,001,630 |SRD Sales Overview  |SRD Sales Overview  |
|  Z_0SD_C03_K001         |M      |0SD                      |DW03501  |0SD_C03    |CUBE     |D      |  10000|       |/BIC/CYZ_0SD_C03_K001         |/BIC/CZZ_0SD_C03_K001      |ZZ_0SD_C03_K001     |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,204,001,624 |SRD Sales Overview  |SRD Sales Overview  |
|  Z_0SD_C04_K001         |A      |0SD                      |DW03503  |0SD_C04    |CUBE     |D      |  10000|       |/BIC/CYZ_0SD_C04_K001         |/BIC/CZZ_0SD_C04_K001      |ZZ_0SD_C04_K001     |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,204,001,631 |SRD Del Service     |SRD Del Service     |
|  Z_0SD_C04_K001         |M      |0SD                      |DW03503  |0SD_C04    |CUBE     |D      |  10000|       |/BIC/CYZ_0SD_C04_K001         |/BIC/CZZ_0SD_C04_K001      |ZZ_0SD_C04_K001     |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,204,001,625 |SRD Del Service     |SRD Del Service     |
|  Z_0SD_C04_K002         |A      |0SD                      |DW03796  |0SD_C04    |CUBE     |D      |  50000|       |/BIC/CYZ_0SD_C04_K002         |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,208 |SRD Delivery Extract|SRD Delivery Extract|
|  Z_0SD_C04_K002         |M      |0SD                      |DW03796  |0SD_C04    |CUBE     |D      |  50000|       |/BIC/CYZ_0SD_C04_K002         |                           |                    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,721,132,201 |SRD Delivery Extract|SRD Delivery Extract|
|  Z_0SD_O01_K001D        |A      |0SD_DLV                  |DW03785D |0SD_O01    |ODSO_D   |D      |  10000|       |/BIC/CYZ_0SD_O01_K001D        |/BIC/CZZ_0SD_O01_K001D     |ZZ_0SD_O01_K001D    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,203,235,752 |SRD Sales Order ODS |SRD Sales Order ODS |
|  Z_0SD_O01_K001D        |M      |0SD_DLV                  |DW03785D |0SD_O01    |ODSO_D   |D      |  10000|       |/BIC/CYZ_0SD_O01_K001D        |/BIC/CZZ_0SD_O01_K001D     |ZZ_0SD_O01_K001D    |      1|          |          |ACT    |       |          0 |     |      |X      |DDIC  |20,070,203,235,748 |SRD Sales Order ODS |SRD Sales Order ODS |
