19.04.2015                                                                                                                                                                                                                                                                                      Dynamic List Display                                                                                                                                                                                                                                                                                              1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  TRANID                          |OBJVERS|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|TSTPNM  |           TIMESTMP|SOURCETYPE|SOURCESUBTYPE|SOURCENAME                              |TARGETTYPE|TARGETSUBTYPE|TARGETNAME                |STARTROUTINE             |ENDROUTINE               |EXPERT                   |GLBCODE                  |TRANPROG                 |VERSION_CUR|TARGET_TAB_TYPE|IS_SHADOW|SHADOW_TRANID                   |GLBCODE2                 |ALL_FIELDS|ORGTRANID                       |TXTSH|TXTMD|TXTLG                                                       |
|  0J8KOV0EEUKMSQZ7ZODU13Q3Z9CNWT3N|D      |INA    |7.0/03 |20,071,205,224,902 |SAP     |      |X      |SAP     |20,071,205,224,902 |ODSO      |             |0GCC_RPDH                               |CUBE      |             |0GCC_RPVH                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0J8XE70NWHBTUWKIXH5VHIMEWGUCE58A|D      |INA    |7.0/04 |20,080,505,120,725 |SAP     |      |       |SAP     |20,080,505,120,725 |RSDS      |             |0FMD_PLGRP_TEXT               SAP604    |IOBJ      |TEXT         |0FMD_PLGRP                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J95HVIV5JJYSN55K6X2U33MR5DIUBDS|D      |INA    |7.0/03 |20,070,119,180,222 |SAP     |      |X      |SAP     |20,070,119,180,222 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2WCLNT023|CUBE      |             |0CCMSATAB                 |                         |                         |4H91SOXQKWTLMDB1VG4UA70OD|4H91SP5F3VFB4ZUI1A76K8ZE5|                         |         0 |               |         |097IG73U73Q5ERJFEIVDAE8QBT492ESQ|4H91SPD3MU10NMDY749IUAY3X|          |097IG73U73Q5ERJFEIVDAE8QBT492ESQ|     |     |                                                            |
|  0J9SK40RIKWGA03MNKYO2YBXYFPL3QPD|D      |INA    |7.0/03 |20,061,219,225,906 |SAP     |      |X      |SAP     |20,061,219,225,906 |RSDS      |             |0HREIC_ORGTIER_ATTR           R/3700    |IOBJ      |ATTR         |0EIC_PRCORG               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J9SUC2Y8Z607786WQVHUF8UX07WL4KR|D      |INA    |7.0/03 |20,080,102,101,355 |SAP     |      |X      |SAP     |20,080,102,101,355 |CUBE      |             |0RPA_C30                                |CUBE      |             |0RPA_C31                  |4816CBAAJ2UTA7VYDTATBDYI3|                         |                         |480PYICR1QKXODWGRR9RMF9BF|                         |         0 |               |         |                                |480PYIKFKP6N70FWXLC3WH817|          |                                |     |     |                                                            |
|  0J9VK1LBHU7AIWU6W2KZ8DK9WYKOBNR3|D      |INA    |7.0/03 |20,080,417,151,417 |SAP     |      |X      |SAP     |20,080,417,151,417 |CUBE      |             |0CCMWEEK2                               |CUBE      |             |0CCMBCKP                  |49HMENAU55KS0E7MAF87YMFYY|49HMEOKXAX7145GB9FM9MY89M|                         |49HMENIIO46HJ0R2G9AK8OEOQ|                         |         0 |               |         |                                |49HMENQ772S71NAIM3CWIQDEI|          |                                |     |     |                                                            |
|  0JA3SPTFANB6O00LTC8FLG9JI9OSFKCZ|D      |INA    |7.0/03 |20,070,212,142,038 |SAP     |      |X      |SAP     |20,070,212,142,038 |TRCS      |             |0TB_AM_AM_14                            |ODSO      |             |0TB_DS43                  |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0JAAD28BJ65OUMA1VRDC5QLJYC367LCF|D      |INA    |7.0/04 |20,080,724,042,739 |SAP     |      |       |SAP     |20,080,724,042,739 |RSDS      |             |0FC_WLI                       SAP604    |ODSO      |             |0FC_DS23                  |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0JAHSML1ODXFEWN7LT0DU6CC6U9FWPG6|D      |INA    |7.0/03 |20,071,210,055,122 |SAP     |      |       |SAP     |20,071,210,055,122 |RSDS      |             |0GAE_APL                      ZFLATF_SAP|ODSO      |             |0GAE_APL                  |                         |                         |                         |                         |                         |         0 |               |         |0LJWKQJ3XGRWMGKWJ7U09TS9QPDGU7NX|                         |          |0LJWKQJ3XGRWMGKWJ7U09TS9QPDGU7NX|     |     |                                                            |
|  0JAO7G3DJRDN5D4DH8902QSNANIVS2GX|D      |INA    |7.0/03 |20,060,922,172,923 |SAP     |      |       |SAP     |20,060,922,172,923 |RSDS      |             |0HREIC_ORGTIER_TEXT           SAP1      |IOBJ      |TEXT         |0EIC_TLEVL                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0JAVJTV9VAO3Y75QUULGQYY1LFBHHATQ|D      |INA    |7.0/03 |20,071,121,201,529 |SAP     |      |       |SAP     |20,071,121,201,529 |RSDS      |             |0GCC_FUNC_MD                  ZFLAT3_LEG|IOBJ      |ATTR         |0GCC_FUNCID               |                         |                         |                         |                         |                         |         0 |               |         |019OSXVMMJDL81GX0XYJGV2LT0K66FKQ|                         |          |019OSXVMMJDL81GX0XYJGV2LT0K66FKQ|     |     |                                                            |
|  0JAXLCZ2FO4RRC7XRN028JKSASBK5HLV|D      |INA    |7.0/03 |20,060,509,071,502 |SAP     |      |X      |SAP     |20,060,509,071,502 |RSDS      |             |0CCMS_DSR_DATA                SAP0.9    |ODSO      |             |0CCMDDCLI                 |                         |                         |8NDY4N8S527FV3SOUURCBAJOX|7IW5BBZI2T4P4UC0TCAEB5BN5|                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0JBFD13CQSBIMZY8OT7FZUYDQ2B9NKL0|D      |INA    |7.0/03 |20,070,119,125,801 |SAP     |      |X      |SAP     |20,070,119,125,801 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2SCLNT023|CUBE      |             |0CCMSAMEM                 |                         |                         |4OQKWOILRM8VT6PTW2P8OPY5P|4OQKWOQAAKULBT9A1WRKYRWVH|                         |         0 |               |         |0IOYU7BI9SCMDJSUFCLQWHGQ4YSSDRBO|4OQKWOXYTJGAUFSQ7QTX8TVL9|          |0IOYU7BI9SCMDJSUFCLQWHGQ4YSSDRBO|     |     |                                                            |
|  0JBYL2JGV0DS3MFGCCU9IU0O8JNMHSBI|D      |INA    |7.0/03 |20,070,309,125,546 |SAP     |      |X      |SAP     |20,070,309,125,546 |RSDS      |             |0TB_OR_PAYF_ATTR              R/3710    |TRCS      |             |0TB_OR_03                 |                         |                         |                         |2W2AZG0XC0VHL3BBRQ3ANVZJK|                         |         0 |               |X        |0JBYL2JGV0DS3MFGCCU9IU0O8JNMHSBI|2Y714RZIPEM5Q9HVZDSTI7MPC|          |                                |     |     |                                                            |
|  0JC6STFL4RXCETV2JNF6NWU14AFY1AGA|D      |INA    |7.0/03 |20,071,224,032,229 |SAP     |      |X      |SAP     |20,071,224,032,229 |RSDS      |             |0GAE_COMPANY_LOC              ZFLATF_SAP|ODSO      |             |0GAE_COML                 |                         |                         |                         |4GWB6GA817ULE5L65VYGNCVFX|                         |         0 |               |         |0L0R33HCRTDPQDYHW3EQBL97HC36GB0Y|4GWB6GHWK6GAWS4MBQ0SXEU5P|          |0L0R33HCRTDPQDYHW3EQBL97HC36GB0Y|     |     |                                                            |
|  0JCD6NF4COE2I0PB9DK2FDN92R8SKCF6|D      |INA    |7.0/03 |20,071,219,182,351 |SAP     |      |       |SAP     |20,071,219,182,351 |RSDS      |             |0GCC_ADMIN_TEXT               ZFLAT2_SAP|ODSO      |             |0GCC_ADLD                 |                         |                         |                         |4GWAL4SLHSRZC0BB4W1K135T9|                         |         0 |               |         |00CORRJOVIYNBCD94OJBQ3RMO8KQTU35|4GWAL50A0RDOUMURAQ3WB54J1|          |00CORRJOVIYNBCD94OJBQ3RMO8KQTU35|     |     |                                                            |
|  0JCFA7ISU9DZXJ1GSWTUEAPG94O1ZHCF|D      |INA    |7.0/03 |20,060,207,191,110 |SAP     |      |X      |SAP     |20,060,207,191,110 |TRCS      |             |0DF_IS_DFS_56                           |ODSO      |             |0DF_DS44                  |3ZZC8DS90VFD9OA48SGZYIX33|                         |                         |3ZZC83YWSNORGVFGSDHB40K5B|                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0JCJRYR5TEXPALZGD5JOV421BI43LWAS|D      |INA    |7.0/03 |20,070,907,092,645 |SAP     |      |X      |SAP     |20,070,907,092,645 |TRCS      |             |0PFOBI_GO_00IP_01                       |ODSO      |             |0PFOGOIP                  |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
